Title,Acronym,DblpSeries,has CORE2026 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3,has CORE2023 Rank,has CORE2021 Rank,has CORE2020 Rank,has CORE2018 Rank,has CORE2017 Rank,has CORE2014 Rank,has CORE2013 Rank,has CORE2010 Rank,has CORE2008 Rank
International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,,National: USA,"Distributed computing and systems software, , ",Distributed computing and systems software,,,National: USA,National: USA,National: USA,B,B,B,B,B,C
International Conference on Parallel and Distributed Systems,ICPADS,icpads,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,,B,B,B,B,B,B,B,B,B
International Conference on Pattern Recognition,ICPR,icpr,B,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,,B,B,B,B,B,B,B,B,A
International Conference on Pattern Recognition Applications and Methods,ICPRAM,icpram,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,,C,C,,,,,,,
International Conference on Persuasive Technology,Persuasive,persuasive,B,"Information Systems†, , ",Information Systems†,,,,,,B,B,B,B,B,
International Conference on Pervasive Computing (Joined with UbiComp from 2013),PERVASIVE,,,"Distributed Computing†, Design Practice and Management†, ",Distributed Computing†,Design Practice and Management†,,,,,,,A*,A*,A,A*
International Conference on Pervasive Computing and Applications,ICPCA,,,"Distributed Computing†, , ",Distributed Computing†,,,,,,C,C,C,C,C,
International Conference on Pervasive Services,ICPS,,,"Distributed Computing†, , ",Distributed Computing†,,,,,,C,C,C,C,C,
International Conference on Practical Applications of Computational Biology & Bioinformatics,PACBB,pacbb,National(Spain),"Artificial intelligence, Machine learning, ",Artificial intelligence,Machine learning,,National(Spain),National(Spain),,,,,,,
International Conference on Practice and Theory in Public Key Cryptography,PKC,pkc,B,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,B,B,B,B,B,B,B,B,B
International Conference on Principles and Practice of Constraint Programming,CP,cp,A,"Artificial intelligence, , ",Artificial intelligence,,,A,A,A,A,A,A,A,A,A
International Conference on Principles and Practice of Declarative Programming,PPDP,ppdp,C,"Theory of computation, Software engineering, ",Theory of computation,Software engineering,,C,C,B,B,B,B,B,B,B
International Conference on Principles of Distributed Systems,OPODIS,opodis,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,,B,B,B,B,B,B,B,B,B
International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,prima,B,"Artificial intelligence, , ",Artificial intelligence,,,B,B,B,B,B,B,B,B,B
International Conference on Principles of Security and Trust,POST,post,,"Cybersecurity and privacy, , ",Cybersecurity and privacy,Data Format†,Distributed Computing†,,Unranked,Unranked,Unranked,,,,,
"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,aofa,C,"Theory of computation, , ",Theory of computation,,,C,B,B,B,B,B,B,B,B
"International Conference on Probability, Statistics and Operational Research",PSOR,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,C
International Conference on Process Mining,ICPM,icpm,B,"Data management and data science, Artificial intelligence, ",Data management and data science,Artificial intelligence,,B,,,,,,,,
International Conference on Provable Security,ProvSec,provsec,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,C,B,B,B,B,B,B,B,
International Conference on Qualitative Research in IT & IT in Qualitative Research,QualIT,,,"Information Systems†, , ",Information Systems†,,,,,,B,B,B,B,B,B
International Conference on Quality of Multimedia Experience,QoMEX,qomex/,B,"Human-centred computing, Computer vision and multimedia computation, Graphics, augmented reality and games",Human-centred computing,Computer vision and multimedia computation,"Graphics, augmented reality and games",B,,,,,,,,
International Conference on Real-Time and Network Systems,RTNS,rtns,National: France,"Distributed computing and systems software, Software engineering, ",Distributed computing and systems software,Software engineering,,National: France,National: France,,,,,,,
International Conference on Recent Advances in Information Technology and Applications,RAITA,,,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,,,,,C,C,C,C,C,
International Conference on Recent Advances in Natural Language Processing,RANLP,ranlp,National: bulgaria,"Artificial intelligence, , ",Artificial intelligence,,,National: bulgaria,National: bulgaria,National: bulgaria,C,C,C,C,C,
International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,RelMiCS,C,"Theory of computation, , ",Theory of computation,,,C,C,C,C,C,C,C,C,
"International Conference on Relations, Orders and Graphs: Interaction with Computer Science",ROGICS,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,C,C,C,C,C,
International Conference on Reliable Software Technologies,Ada-Europe,adaEurope,Journal Published,"Software engineering, , ",Software engineering,,,Journal Published,B,B,B,B,A,A,A,A
International Conference on Research Challenges in Information Science,RCIS,rcis,B,"Information and Computing Sciences, , ",Information and Computing Sciences,,,B,B,B,B,B,B,B,B,
International Conference on Reversible Computation,RC,rc,C,"Theory of computation, Applied computing, ",Theory of computation,Applied computing,,C,,,,,,,,
International Conference on Rewriting Techniques and Applications (now merged with FSCD Formal Structures for Computation and Deduction),RTA,,,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,,,,,A,A,A,A,,A
International Conference on Risks and Security of Internet and Systems,CRiSIS,crisis,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,C,C,C,C,C,C,C,C,
"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,,National: Malaysia,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,,National: Malaysia,National: Malaysia,National: Malaysia,C,C,C,C,C,C
International Conference on Runtime Verification (was workshop pre 2010),RV,rv,B,"Software engineering, , ",Software engineering,,,B,B,C,C,C,C,C,C,
International Conference on Scientific and Statistical Data Base Management,SSDBM,ssdbm,B,"Data management and data science, , ",Data management and data science,,,B,B,A,A,A,A,A,A,A
International Conference on Security and Privacy for Communication Networks,SecureComm,securecomm,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,C,C,B,B,B,A,A,A,
International Conference on Security in Pervasive Computing,ICSPC,,,"Information Systems†, , ",Information Systems†,,,,,,A,A,A,A,,A
International Conference on Security of Information and Networks,SIN,sin,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,,C,C,C,C,C,C,C,C,
International Conference on Semantic and Digital Media Technologies,SAMT,,,"Information Systems†, , ",Information Systems†,,,,,,C,C,C,C,C,
International Conference on Semantics Knowledge and Grid,SKG,skg,,"Distributed computing and systems software, , ",Distributed computing and systems software,,,,National: China,National: China,C,C,C,C,C,
International Conference on Sequences and their Applications,SETA,,C,"Cybersecurity and privacy, Theory of computation, ",Cybersecurity and privacy,Theory of computation,,C,B,B,B,B,B,B,B,B
International Conference on Service Oriented Computing,ICSOC,icsoc,A,"Distributed computing and systems software, , ",Distributed computing and systems software,,,A,A,A,A,A,A,A,A,A
International Conference on Similarity Search and Applications,SISAP,sisap,B,"Data management and data science, , ",Data management and data science,,,B,B,,,,,,,
"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,simultech,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,,C,C,,,,,,,
International Conference on Smart homes and health Telematics,ICOST,icost,C,"Applied computing, , ",Applied computing,Information Systems†,Communications Technologies†,C,C,C,C,,,,,
International Conference on Software Architecture (was previously WICSA),ICSA,icsa,A,"Software engineering, , ",Software engineering,,,A,A,NEW,NEW,A,A,A,A,A
International Conference on Software Composition,SC,,,"Computer Software†, , ",Computer Software†,,,,,,B,B,B,B,,
International Conference on Software Development,SWDC,,,"Computer Software†, , ",Computer Software†,,,,,,B,B,B,B,B,B
International Conference on Software Engineering,ICSE,icse,A*,"Software engineering, , ",Software engineering,,,A*,A*,A*,A*,A*,A*,A*,A,A*
International Conference on Software Engineering Advances,ICSEA,,C,"Software engineering, , ",Software engineering,,,C,C,C,C,C,C,C,C,B
International Conference on Software Engineering Theory and Practice,SETP,,,"Computer Software†, , ",Computer Software†,,,,,,C,C,C,C,C,
International Conference on Software Engineering and Formal Methods,SEFM,sefm,B,"Software engineering, , ",Software engineering,,,B,B,B,B,B,B,B,B,B
International Conference on Software Engineering and Knowledge Engineering,SEKE,seke,C,"Software engineering, Artificial intelligence, ",Software engineering,Artificial intelligence,,C,B,B,B,B,B,B,B,B
"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD,snpd,C,"Software engineering, Artificial intelligence, Distributed computing and systems software",Software engineering,Artificial intelligence,Distributed computing and systems software,C,C,C,C,C,C,C,C,
International Conference on Software Engineering: Education and Practice,SEEP,,,", , ",,,,,,,B,B,B,B,,B
International Conference on Software Language Engineering,SLE,sle,B,"Software engineering, , ",Software engineering,,,B,B,B,B,B,B,B,B,
International Conference on Software Quality Management,SQM,,C,"Software engineering, , ",Software engineering,,,C,C,C,C,C,C,C,C,C
International Conference on Software Reuse,ICSR,icsr,B,"Software engineering, , ",Software engineering,,,B,B,B,B,A,A,A,A,A
"International Conference on Software Testing, Verification and Validation",ICST,icst,A,"Software engineering, , ",Software engineering,,,A,A,A,A,C,C,C,C,
International Conference on Software and Data Technologies,ICSoft,icsoft,C,"Software engineering, , ",Software engineering,,,C,B,B,B,B,B,B,B,
International Conference on Software and System Processes (was ICSP prior to 2011),ICSSP,ispw,B,"Software engineering, , ",Software engineering,,,B,B,A,A,A,A,A,A,A
International Conference on Soil Mechanics and Geotechnical Engineering,ICSMGE,,,"Civil Engineering†, , ",Civil Engineering†,,,,,,,,,,A,
International Conference on Spoken Language Processing,ICSLP,,,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,,,,,,,C,C,C,
International Conference on Surface Finishing Technology and Surface Engineering,ICSFT2008,,,"Manufacturing Engineering†, Mechanical Engineering†, Interdisciplinary Engineering†",Manufacturing Engineering†,Mechanical Engineering†,Interdisciplinary Engineering†,,,,,,,,A,
